Gene	1.D3_Contro	3.D6_Contro	5.D10_Contr	2.D3_Treate	4.D6_Treate	6.D10_Treat
Gm9054	12.5654	8.06	21.5068	10.8015	6.3061	26.8262
Gm906	0	0	0	0	0	0
Gm9079	116.1696	103.6743	108.1453	112.3326	134.2743	109.2798
Gm9112	0.0	0.0003	0.0031	0.0	1.0269	0.0032
Gm9125	0	0	0	0	0	0
Gm9159	1.751	2.0157	2.1914	5.5277	2.0982	4.2929
Gm9199	18.8709	17.1151	23.7572	24.5087	17.7226	23.7692
Gm9268	0	0	0	0	0	0
Gm933	0	0	0	0	0	0
Gm9376	0	0	0	0	0	0
Gm94	0	0	0	0	0	0
Gm9513	0	0	0	0	0	0
Gm9573	0	0	0	0	0	0
Gm960	37.8661	34.2214	38.8787	26.1947	26.0632	36.7551
Gm9696	0	0	0	0	0	0
Gm973	13.3284	19.132	59.1429	22.5669	20.8662	42.0616
Gm9731	0.8876	1.0071	0.0174	0.0	4.1011	0.0175
Gm9733	0	0	0	0	0	0
Gm9758	0	0	0	0	0	0
Gm9767	0.0	0.0005	0.0061	1.8855	0.0032	0.0062
Gm9776	238.6127	260.687	309.1393	232.8092	237.3881	223.9711
Gm9833	842.0505	780.0496	649.8613	880.7208	691.3218	683.7173
Gm9839	0	0	0	0	0	0
Gm9855	0	0	0	0	0	0
Gm9866	0	0	0	0	0	0
Gm9871	0	0	0	0	0	0
Gm9895	0.0	1.0095	0.0341	6.5307	3.1106	2.1701
Gm9899	0	0	0	0	0	0
Gm9920	1.7911	0.0025	1.1087	1.803	3.1042	3.2039
Gm9926	0	0	0	0	0	0
Gm9958	49.3229	124.8019	136.1129	77.8166	107.2291	116.7839
Gm996	545.7262	701.5325	914.4082	309.681	282.2284	463.053
Gm9961	4.4955	6.0361	3.2803	7.3399	0.0308	5.3901
Gm9962	0	0	0	0	0	0
Gm9992	0	0	0	0	0	0
Gm9994	0	0	0	0	0	0
Gm9999	0.0	0.0005	1.0603	0.9251	0.0032	0.0062
Gmcl1	4882.8068	4176.036	4171.2744	4087.0528	3561.6916	3568.7924
Gmcl1l	0	0	0	0	0	0
Gmds	2200.0081	2090.5364	2279.1647	2503.3929	2024.9922	2048.8921
Gmeb1	1729.9748	1637.6012	1332.1046	1878.2641	1402.4096	1436.6215
Gmeb2	2761.1194	2581.7122	1924.6181	2507.8815	2413.3118	2099.7552
Gmfb	8869.3657	9414.954	9242.126	9263.1422	10361.1863	9103.0583
Gmfg	0.9206	0.0005	0.0062	0.0	1.031	0.0062
Gmip	1385.9935	990.4179	1202.3037	1194.1239	1076.5395	1371.6273
Gml	0	0	0	0	0	0
Gml2	0	0	0	0	0	0
Gmnc	0	0	0	0	0	0
Gmnn	1420.2144	716.652	1312.5604	1247.5882	472.7726	2223.7671
Gmppa	3349.872	4311.9183	5550.8116	3536.0927	5234.7146	5483.3861
Gmppb	2146.7756	2701.4908	2477.0769	2494.2274	3438.7631	3176.0005
Gmpr	1168.0448	1126.29	1339.5039	1024.6915	818.3632	812.4951
Gmpr2	1823.6041	1784.5532	1760.1992	1653.4574	1751.1624	1672.4286
Gmps	5766.1554	5455.3195	4937.8982	5880.9992	5210.8099	6075.1535
Gna11	11613.2847	13077.6666	12458.7087	11647.7515	13341.9204	15137.0531
Gna12	4881.9245	4351.1674	3613.4167	4120.5931	3386.7872	3380.5734
Gna13	8121.976	7550.8863	6559.7118	7780.9069	8635.0075	7112.6283
Gna14	2.6833	0.0037	2.1906	10.2731	0.0227	2.1919
Gna15	8.9793	10.0651	6.552	16.473	11.4379	4.4243
Gnai1	0.0	0.0052	0.0621	3.582	5.2028	20.0554
Gnai2	28891.0595	31463.6974	32012.1845	24999.7652	25924.8951	28340.0514
Gnai3	18427.6763	19017.1206	20047.6412	17584.9037	19038.9287	22952.7941
Gnal	287.1995	351.2732	335.1783	327.0562	408.0777	296.4524
Gnao1	10718.3673	8782.8588	7368.4276	9359.2652	5584.615	6138.0202
Gnaq	10623.6981	10656.9914	8195.5687	10234.438	8777.6818	8411.8436
Gnas	85832.9478	97623.0227	91989.7428	83965.4209	98721.8979	92887.7912
Gnat1	0	0	0	0	0	0
Gnat2	128.6147	151.9916	232.4089	138.4856	292.4684	271.3954
Gnat3	0.0	0.001	0.012	0.0	4.0891	0.0121
Gnaz	255.7857	228.4806	261.6145	223.7585	216.5707	223.9496
Gnb1	16984.2206	15618.112	13203.6806	15574.5185	13249.286	12915.2258
Gnb1l	653.6971	566.6778	1119.9715	666.7495	632.002	1184.3418
Gnb2	17374.0841	17031.2631	18236.6096	16202.3394	15548.0725	17495.3564
Gnb2l1	99462.5164	128642.8513	152230.9982	103077.8764	158907.8434	135533.0594
Gnb3	23.3798	25.1636	28.0866	18.0238	27.0625	30.2394
Gnb4	1155.2764	1455.4242	1559.086	1665.3068	1672.0164	1524.2067
Gnb5	1202.0891	1798.6422	2014.1951	1293.6979	1815.6918	1735.1335
Gne	5559.8507	6950.9997	5336.8835	6021.3771	8234.1461	6481.9308
Gng10	8368.6384	8800.9814	12192.6023	7439.2356	8462.229	11460.1235
Gng11	190.7172	253.6504	343.8323	371.4922	461.1521	460.7065
Gng12	11883.4987	11354.5121	10959.0943	13198.0533	11903.0998	11055.6524
Gng13	1.7209	0.0047	4.328	4.5336	6.2201	8.5271
Gng2	38.4351	186.2189	149.3998	381.4648	989.697	364.5469
Gng3	237.9159	193.248	89.9037	250.26	168.6685	93.1915
Gng4	0.0	0.0019	0.0225	3.729	2.0724	2.1416
Gng5	328.5751	367.3839	531.8762	331.4915	485.1443	598.0771
Gng7	392.5046	484.138	582.7442	459.2798	611.1136	712.7599
Gng8	286.5172	211.3697	245.3894	259.2013	129.1718	168.8416
Gngt1	0	0	0	0	0	0
Gngt2	6.9413	27.1916	59.5569	23.3199	103.0209	260.847
Gnl1	7698.743	7774.3289	7111.0633	6520.5945	6402.8934	6280.7638
Gnl2	4437.7996	4637.0228	4842.7141	4628.8276	5473.1357	5342.8004
Gnl3	6038.9	6814.1196	7592.2132	6480.6873	9016.0495	10428.0629
Gnl3l	7962.5929	8279.5995	6343.4685	7999.2922	7650.1274	5609.038
Gnmt	32.5728	19.1275	16.2945	30.9237	17.7299	17.3735
Gnpat	5169.0845	5086.9342	4703.2665	5365.468	4941.1554	5478.0299
Gnpda1	582.5162	849.4986	930.8599	479.112	1016.0811	973.5101
Gnpda2	1909.968	2323.0388	2903.9898	1753.0512	2290.4563	2141.9124
Gnpnat1	739.2446	801.1914	963.3384	788.1685	1127.4877	1088.1867
Gnptab	5326.8093	4524.2889	4236.1515	4482.1082	3217.1011	3356.7942
Gnptg	1045.3482	1357.7971	2047.7213	1201.2513	2098.8491	2452.181
Gnrh1	39.5754	35.2336	47.5548	54.4432	45.8065	42.2096
Gnrhr	0	0	0	0	0	0
Gns	15519.8349	18778.5712	15752.0563	14123.8834	18868.1527	16436.3253
Golga1	4354.1132	4096.5226	4337.774	4077.9801	3950.015	4268.6375
Golga2	10855.9451	12175.8271	10485.5417	10984.5604	14084.2025	11476.4429
Golga3	8860.3843	10152.7261	6311.0888	9544.9537	11101.3911	7374.4537
Golga4	9061.1784	10099.3837	8336.1241	9427.1283	11390.8354	9400.5408
Golga5	3541.7126	4614.8769	3992.9263	3939.3175	6286.1877	4452.5472
Golga7	1726.2953	1776.5028	2147.2058	1541.0634	1883.3803	1935.2602
Golga7b	1.6672	0.0069	1.1863	1.6859	23.7336	18.1291
Golgb1	24558.5752	26220.7543	20340.7167	23325.4803	28921.1728	21176.6562
Golim4	12137.3987	13863.7553	11071.5804	12825.6006	15754.1623	14952.0971
Golm1	5306.0928	4141.8156	2880.4433	5821.3589	3814.6768	3237.8111
Golph3	10895.5621	12101.3457	10140.6555	10617.6006	14330.9478	13337.0211
Golph3l	2022.5167	2534.4078	3026.2002	2011.2773	2727.7111	2498.8761
Golt1a	0	0	0	0	0	0
Golt1b	9386.2274	11128.045	9977.3774	9702.511	13885.3403	12710.6713
Gon4l	2123.5603	1884.197	1438.0747	1987.8595	1610.6296	1543.7313
Gopc	4682.808	4731.6322	4112.9326	4708.6015	4345.6362	4485.0007
Gorab	4409.914	4428.673	4739.9777	4596.2416	4500.7568	4507.7175
Gorasp1	1432.6452	1657.7361	2046.6796	1531.0922	2204.0108	2220.7862
Gorasp2	15143.3951	17287.9238	15701.2446	14785.2918	19914.4655	17652.2027
Gosr1	5127.6313	5727.0765	4962.7548	5157.0413	6329.9647	5122.1775
Gosr2	10788.3656	13189.3894	12118.1375	11626.9154	15987.3563	12972.5092
Got1	4425.2049	4640.0414	3351.8398	4385.0993	7933.1757	3673.76
Got1l1	0	0	0	0	0	0
Got2	1680.4086	1678.8689	1685.5888	1633.5467	1534.6231	1604.2698
Gp1ba	48.7203	38.2486	24.9776	46.2689	35.4157	40.0238
Gp1bb	444.8471	435.8234	397.9359	449.373	530.9403	470.5607
Gp2	0	0	0	0	0	0
Gp5	21.8259	16.0995	6.5848	9.9076	10.4322	9.7879
Gp6	0	0	0	0	0	0
Gp9	5.5414	0.003	3.221	2.7259	0.0187	2.1749
Gpa33	12.6813	8.055	15.0259	3.4974	2.142	16.0901
Gpaa1	3692.2334	3288.2907	2866.3359	3641.316	3162.9348	3982.9966
Gpalpp1	2732.1836	3085.9786	3069.5286	2775.1014	3133.7584	3147.9179
Gpam	5022.3367	5330.5059	4531.33	4629.7604	4505.9653	3600.1979
Gpank1	325.9443	325.1081	341.6847	363.3118	383.1216	414.2618
Gpat2	1.6591	7.0484	8.6515	9.069	6.272	18.1617
Gpatch1	1536.3239	1474.5473	1476.9325	1513.9593	1458.6138	1490.6773
Gpatch11	1804.6649	1903.3215	1969.9252	1709.6252	1742.8433	1815.208
Gpatch2	1892.054	1831.8592	1734.2634	1831.9805	1674.1319	1683.2509
Gpatch2l	2587.2416	2889.7049	2351.6529	2435.353	2892.203	2237.1429
Gpatch3	447.5929	445.8852	359.0181	450.3193	421.6543	381.9019
Gpatch4	2690.8464	2305.9313	1875.9794	2908.4046	2331.0758	2605.9505
Gpatch8	6818.9707	5965.6209	4944.3892	6448.2088	5048.4034	4531.5879
Gpbar1	15.5405	2.0215	9.6936	7.2268	2.1345	9.6983
Gpbp1	7717.5999	7919.2703	7515.4537	7519.0433	8261.2602	7681.6141
Gpbp1l1	1267.0617	1384.9631	1235.8199	1206.8019	1340.9458	966.1028
Gpc1	50827.0925	48752.6431	53371.5035	71792.1063	135635.6476	136603.7461
Gpc2	1.7459	0.0039	3.2483	4.5745	4.1527	5.3459
Gpc3	8.7814	16.1158	38.8805	12.4918	67.5026	58.1777
Gpc4	9278.238	10368.1212	7270.0878	9338.3525	12566.2197	6568.5818
Gpc5	0	0	0	0	0	0
Gpc6	6403.8948	4805.109	3303.1893	6196.413	4243.6196	3468.2403
Gpcpd1	6545.0722	8578.5318	5548.8123	6546.869	8800.5188	5942.1914
Gpd1	97.0186	211.3721	454.809	127.5615	209.2897	321.1489
Gpd1l	2043.3217	2141.8651	2068.3337	2013.1719	1876.1102	1887.7069
Gpd2	3750.7781	2837.3753	2438.2232	4332.7065	3536.6743	3683.3823
Gper1	1118.4022	1207.8218	1035.8689	1156.9389	1425.2705	1719.8687
Gpha2	20.8184	12.0825	19.4007	6.1946	16.6498	16.2174
Gphb5	2.7725	0.0017	1.0904	2.7856	0.0103	0.02
Gphn	121.3962	118.7808	235.6482	151.1924	244.6266	349.1229
Gpi1	5564.2911	8292.6861	10371.8344	5206.7563	8259.1763	8532.9146
Gpihbp1	0	0	0	0	0	0
Gpkow	2274.7632	2284.7916	2167.8252	2083.8128	2206.133	2286.8426
Gpld1	1181.4551	1317.53	1124.5077	1331.8537	1325.3425	1516.5724
Gpm6a	0.0	0.0041	0.0489	0.0	2.1029	18.8997
Gpm6b	30.4556	27.1878	52.9828	35.2095	73.8512	95.9819
Gpn1	2889.8394	2518.3072	2854.3677	2840.3786	2373.7793	3135.9862
Gpn2	715.8841	713.623	720.114	719.3411	916.1503	862.1277
Gpn3	1380.4445	1530.9138	1980.6839	1392.481	1623.1075	1903.8448
Gpnmb	123.0896	495.2249	2895.3148	371.19	4307.9205	4512.6247
Gpr1	9.2096	2.0173	2.2115	7.3667	0.0281	2.2129
Gpr101	0	0	0	0	0	0
Gpr107	5505.8357	6467.8725	5460.1165	5604.5998	7631.3452	5938.8991
Gpr108	3710.1604	4172.0104	3929.1137	3777.1539	5071.2418	4151.8137
Gpr119	0.0	2.0076	0.0062	0.0	0.0032	0.0062
Gpr12	0	0	0	0	0	0
Gpr132	0.0	0.0046	0.0556	0.0	24.6161	0.0559
Gpr135	0.0	0.0015	5.2285	0.0	0.0091	1.0863
Gpr137	1547.9187	1718.1278	2978.505	1340.7683	1845.9176	2391.6995
Gpr137b	161.4029	99.6485	101.6686	135.9938	105.1653	59.6527
Gpr137b-ps	308.9839	294.9046	230.3348	287.2628	216.5821	174.2803
Gpr137c	17.2643	12.0768	3.3619	12.7191	6.2893	12.9472
Gpr139	0	0	0	0	0	0
Gpr141	0.0	2.0291	11.0315	6.096	585.8488	865.3429
Gpr142	0.0	0.0003	0.0031	0.0	1.0269	0.0032
Gpr143	0	0	0	0	0	0
Gpr146	151.2223	170.1026	190.2652	137.6198	173.8711	225.9817
Gpr149	0.0	0.0032	0.0387	1.7789	5.1627	8.4398
Gpr15	0.0	0.0012	1.0798	3.7684	0.0076	0.0148
Gpr150	0	0	0	0	0	0
Gpr151	15.4654	5.0395	1.1982	20.2136	3.1786	10.7963
Gpr152	11.8661	6.0408	0.0775	13.8044	3.1629	4.3835
Gpr153	4541.285	8467.8101	5229.8387	4727.5066	7591.7876	6538.1628
Gpr155	814.0233	755.8997	785.0156	1159.8179	975.5196	1048.1818
Gpr156	51.6925	36.2264	2.3348	34.5249	31.2111	2.3371
Gpr157	245.8405	209.3602	231.4044	284.5551	250.9081	246.6461
Gpr158	0.0	0.0005	0.0062	0.0	2.0473	0.0062
Gpr160	16.1503	14.0971	13.059	38.3773	19.7817	14.1356
Gpr161	671.9489	525.4012	537.3437	656.9902	334.2644	335.4763
Gpr162	191.5984	270.7621	833.1174	239.0266	287.3991	500.7456
Gpr165	0.0	0.001	0.0119	1.8615	2.057	0.012
Gpr17	9.9435	4.033	2.2683	9.0727	15.533	8.653
Gpr171	4.3461	8.0587	24.6476	16.3767	9.4012	14.0473
Gpr173	151.4486	126.8175	126.4581	113.2514	87.4948	62.8911
Gpr174	42.6556	22.1441	6.6447	30.0053	24.9737	6.6492
Gpr176	3568.8309	3509.723	3087.966	4255.6688	4162.3552	2529.2741
Gpr179	0.0	10.0659	9.7457	7.1762	18.6513	16.1084
Gpr18	18.9509	17.1105	9.8262	24.607	15.6261	11.9687
Gpr180	2727.6132	3449.3331	3692.2989	2898.2695	4228.987	4480.5688
Gpr182	52.2947	50.3229	45.4101	45.3006	46.8448	26.0895
Gpr183	17.1454	17.1086	14.0763	32.0579	2.1564	6.6102
Gpr19	523.9924	532.4547	765.4605	589.7439	616.3677	1165.8662
Gpr20	0.0	7.0312	0.0342	1.7907	4.133	0.0344
Gpr21	16.1445	18.1196	5.5593	50.3686	16.6812	10.9291
Gpr22	5.2615	11.0741	3.3728	22.8792	10.4318	21.4689
Gpr25	0.0	0.0019	0.0227	0.0	4.1119	4.2186
Gpr26	0.0	0.0003	0.0031	0.9352	0.0016	0.0031
Gpr27	0	0	0	0	0	0
Gpr3	9.1194	3.0246	4.3598	13.8685	1.0855	1.1686
Gpr31b	0.0	1.0043	0.0031	0.0	0.0016	0.0032
Gpr33	0	0	0	0	0	0
Gpr34	2.6446	4.027	10.6149	3.5977	0.0294	4.3301
Gpr35	1.5657	2.0284	93.8181	4.2938	14.6755	216.251
Gpr37	0.0	9.0492	4.344	8.2634	5.204	2.2288
Gpr37l1	0.0	2.0092	0.012	0.0	2.0571	0.0121
Gpr39	73.7132	12.0891	7.7311	37.303	14.6337	5.5811
Gpr4	42.8132	9.068	4.476	23.6472	10.4627	16.2564
Gpr45	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
Gpr50	0.0	3.0109	0.0091	0.0	0.0047	0.0092
Gpr52	2.6599	0.0043	7.4544	7.3814	0.0267	4.3148
Gpr55	0.0	2.0105	0.0174	2.7963	1.0439	0.0175
Gpr6	0	0	0	0	0	0
Gpr61	2.655	0.0044	4.3175	6.4294	9.2835	0.0536
Gpr62	32.6021	21.1374	18.4209	25.4253	5.287	23.7722
Gpr63	3.4726	14.083	6.5436	12.769	13.4899	4.418
Gpr65	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
Gpr68	244.1453	211.3671	150.3802	260.1593	147.888	178.5354
Gpr75	12.4867	27.1687	17.3406	45.7387	9.4345	7.7142
Gpr82	7.1311	7.0505	7.6186	15.5334	10.41	11.8675
Gpr83	0	0	0	0	0	0
Gpr84	4.5757	2.015	0.0402	2.7127	6.1872	0.0405
Gpr85	7.1992	0.0067	1.1819	12.8478	14.4828	6.5106
Gpr87	0	0	0	0	0	0
Gpr88	85.4781	107.6958	210.4066	54.1823	41.7381	106.0012
Gpr89	1955.0523	1996.9288	1680.2528	2048.519	2123.8699	2113.7474
Gprasp1	2023.5564	1921.4384	1562.3963	2068.5015	1861.517	1453.972
Gprasp2	0.0	0.0019	0.0226	1.8245	4.1116	2.1419
Gprc5a	743.0979	410.667	479.0328	551.7528	584.0618	586.3038
Gprc5b	2441.3699	1862.0619	1778.6736	2960.0843	2326.9033	2706.5175
Gprc5c	2309.6425	3414.1139	4209.1972	3211.6771	7872.827	10162.7573
Gprc5d	5.3227	8.053	14.9847	5.3609	4.2065	11.8245
Gprc6a	0	0	0	0	0	0
Gprin1	0.0	0.0005	0.0061	1.8855	0.0032	0.0062
Gprin2	5.3099	5.039	12.8945	5.3488	12.4578	12.9006
Gprin3	930.5334	521.3797	549.2865	772.9668	298.8899	496.5984
Gps1	1336.3858	1252.1091	1409.8764	1251.1746	1252.482	1591.2089
Gps2	1897.4122	1832.8686	1950.4952	1919.8426	2143.6452	1965.5684
Gpsm1	3976.7599	3212.8068	3441.5289	4353.4565	4447.6385	4831.084
Gpsm2	7807.6083	9238.8119	7356.5633	8813.7668	10001.9918	9035.9628
Gpsm3	85.4484	133.8608	197.5539	51.4419	73.9783	118.9715
Gpt	246.8421	195.2658	216.222	172.9805	178.057	206.6164
Gpt2	1195.7445	1758.3868	1473.7674	1140.5086	4531.6747	1260.3832
Gpx1	7861.6072	8855.3334	14095.4378	6361.0228	7539.8183	12619.7281
Gpx2	0	0	0	0	0	0
Gpx2-ps1	0.0	2.0116	0.0225	1.8246	4.1116	0.0227
Gpx3	10.5934	16.1156	59.2083	18.8836	11.537	81.7032
Gpx4	633.883	677.3902	1082.1354	527.1595	775.6384	1011.3385
Gpx5	0	0	0	0	0	0
Gpx6	0	0	0	0	0	0
Gpx7	4704.3893	5119.1407	5071.906	4485.6679	4637.1502	5020.4567
Gpx8	6610.6989	8227.2696	13012.1325	7098.5489	10852.5915	12514.8112
Gramd1a	5410.4906	5402.9759	3872.9424	4706.7641	5789.6154	3406.5858
Gramd1b	388.8707	525.4058	611.9592	445.6457	1084.6749	542.007
Gramd1c	91.0756	69.4505	74.589	87.9797	54.1797	44.4759
Gramd2	683.666	523.3883	364.4757	560.8624	422.7299	513.8428
Gramd3	1884.6714	2695.4525	3288.9549	2138.0981	3436.6877	3420.4552
Gramd4	878.8534	970.2837	1142.7891	833.4525	1340.8982	945.4958
Grap	0.0	2.0127	4.2349	1.8096	2.0789	0.0277
Grap2	10.8412	12.0738	4.4159	14.6293	5.2458	7.6106
Grasp	309.6297	410.6628	453.0418	283.4171	619.4023	726.7216
Grb10	51221.7589	48926.7564	41158.1553	47301.5378	44315.1862	40200.5481
Grb14	612.5058	388.521	259.6494	772.2303	456.0189	332.2147
Grb2	3698.479	4131.748	4043.6857	3581.4572	3808.416	4038.2144
Grb7	1.8424	0.0012	0.0146	2.8084	0.0076	0.0147
Grcc10	3647.9558	4795.0449	7407.1067	3280.5542	4497.648	5748.428
Greb1	6.9583	10.0808	20.6964	53.531	135.9884	36.8372
Greb1l	1030.9886	1064.9019	988.333	2058.6954	1678.2454	1590.1457
Grem1	4335.0716	5377.8191	7563.9636	4733.8747	5341.9917	6985.9461
Grem2	2501.0579	1677.8624	1257.5297	2095.7512	1257.7168	1000.7768
Grhl1	27.9436	12.0891	24.8803	29.0327	23.9572	34.5168
Grhl2	0.0	0.0027	0.0321	3.6869	0.0166	8.405
Grhl3	20.4304	79.5312	102.8934	60.4475	511.9419	534.8513
Grhpr	1627.1353	1898.2954	3408.8304	1385.1359	2165.5382	3195.3699
Gria1	0	0	0	0	0	0
Gria2	0.0	0.0015	0.0175	0.0	6.1335	0.0176
Gria3	5269.1728	5009.4256	3563.7025	4750.3243	4022.8889	2333.5262
Gria4	0.0	0.0005	0.0061	1.8855	0.0032	0.0062
Grid1	0	0	0	0	0	0
Grid2	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
Grid2ip	9.7804	10.073	11.9677	24.5933	31.1217	14.1098
Grifin	1.814	1.0079	0.0225	0.8821	3.0927	1.0962
Grik1	0	0	0	0	0	0
Grik2	0	0	0	0	0	0
Grik3	0.0	0.0023	0.0275	1.8097	8.1942	0.0276
Grik4	0.0	0.0012	0.0147	1.8511	3.0789	0.0148
Grik5	1129.3208	947.1345	1024.9824	1195.1152	939.1061	853.5784
Grin1	6.2511	13.0755	2.2654	10.0134	6.268	9.7034
Grin1os	2.7609	0.0019	0.0226	0.0	0.0117	5.253
Grin2a	0	0	0	0	0	0
Grin2b	1.8785	0.0005	0.0061	0.0	0.0032	0.0062
Grin2c	6.29	5.0358	3.3158	8.1965	4.1932	11.7676
Grin2d	285.3524	378.4507	333.0622	345.1471	579.7965	352.6881
Grin3a	64.0511	43.284	23.9408	77.23	51.0138	37.9424
Grin3b	117.1184	84.5531	86.5607	117.8315	115.5469	101.7003
Grina	3696.6034	5213.7515	5707.5842	3463.5972	5147.2702	4917.6847
Grip1	11.6275	17.1094	11.9526	21.8563	17.6856	13.0258
Grip1os1	0	0	0	0	0	0
Grip1os2	0	0	0	0	0	0
Grip2	10.0534	0.0057	0.069	11.9864	4.1844	6.4739
Gripap1	3023.9833	3187.6371	3219.8141	3023.3686	3337.8134	2954.3242
Grk1	2.5786	7.0472	10.7457	3.523	4.2022	18.128
Grk4	201.6568	264.7097	347.9482	160.2341	189.5192	216.3817
Grk5	982.5765	998.4577	1036.7723	836.2589	482.1141	574.5322
Grk6	5748.2437	4484.0318	4072.9413	5121.774	3881.322	4567.2191
Grm1	31.3023	81.5252	126.2359	43.3322	79.1144	78.9485
Grm2	0.0	2.0092	0.012	0.0	2.0571	0.0121
Grm3	0	0	0	0	0	0
Grm4	0	0	0	0	0	0
Grm5	0	0	0	0	0	0
Grm6	0	0	0	0	0	0
Grm7	0	0	0	0	0	0
Grm8	0	0	0	0	0	0
Grn	15416.3061	16298.5173	15384.4267	13316.6264	15588.6563	15932.2044
Grp	0	0	0	0	0	0
Grpel1	4905.1527	5283.2073	5849.3039	4906.0281	6625.6471	7076.8122
Grpel2	999.5641	951.1615	1095.2496	929.517	1094.211	1262.3461
Grpr	12.4886	17.1142	4.4832	39.2831	23.9215	21.619
Grrp1	3.3509	5.0493	15.349	12.4338	172.5781	251.1058
Grsf1	4671.9519	5135.246	4817.8568	4536.3962	5674.0683	5190.2936
Grtp1	21.6802	17.1118	15.1764	8.0083	20.8017	22.6479
Grwd1	2603.4578	2288.8218	2178.6834	2882.1044	2335.2468	2994.2576
Grxcr1	0	0	0	0	0	0
Grxcr2	0	0	0	0	0	0
Gsap	221.6488	184.1915	183.7931	231.1705	111.466	119.1123
Gsc	603.2799	797.1579	873.5303	651.3813	621.5759	749.6507
Gsc2	0.9312	0.0003	0.0031	0.0	0.0016	0.0031
Gsdma	0.8951	0.0012	0.0146	3.7686	0.0076	0.0147
Gsdma2	0	0	0	0	0	0
Gsdma3	0	0	0	0	0	0
Gsdmc	0.8399	0.0032	2.1793	1.7791	4.1405	6.3596
Gsdmc2	0	0	0	0	0	0
Gsdmc3	0	0	0	0	0	0
Gsdmc4	3.6267	3.0196	2.1867	6.4859	0.0218	1.13
Gsdmcl-ps	0.8813	1.0075	0.0199	3.7415	0.0103	1.0911
Gsdmcl1	0	0	0	0	0	0
Gsdmcl2	0	0	0	0	0	0
Gsdmd	2415.2329	2307.944	3454.2716	2095.5583	1835.5397	2441.5445
Gse1	3756.2321	2698.4751	2177.6595	3979.3599	2658.0066	3584.9147
Gsg1	7.0212	14.0977	14.1355	26.3655	17.7181	41.8768
Gsg1l	0.749	0.0079	2.2794	6.2605	29.9521	19.2641
Gsg2	864.6695	467.0324	564.4446	839.1007	260.382	916.0945
Gsk3a	2668.3087	2737.7226	2258.6808	2576.72	2505.9771	2539.9889
Gsk3b	13565.785	13425.9164	8506.9999	12647.18	12370.5498	8574.1599
Gskip	1931.6227	1995.9229	2402.3643	1679.6791	2059.3317	2118.083
Gsn	44889.0434	53674.4957	54576.9026	48884.3042	57833.0353	57570.3448
Gspt1	18336.7477	17835.4706	16846.2449	18498.2199	18099.8385	20528.5859
Gspt2	179.1788	147.9645	176.2646	253.8383	242.5262	124.5263
Gsr	4714.4457	3584.2061	2911.7628	4088.9123	3248.3142	3625.0039
Gss	2632.2867	2500.1873	2400.2928	2444.4231	2778.7258	2340.9701
Gsta1	0.0	0.0003	0.0031	0.0	0.0016	1.0527
Gsta2	0	0	0	0	0	0
Gsta3	1.7173	4.0273	9.5775	3.5926	5.1972	2.2209
Gsta4	20.7933	8.0613	22.6108	30.1618	8.3847	6.6187
Gstcd	3323.0434	2584.738	2520.341	3514.5399	2743.3609	2867.7697
Gstk1	32.4762	30.1938	17.4032	44.6118	30.1818	9.8955
Gstm1	3805.7554	3168.5144	4685.7466	3148.4043	1942.8007	2554.1283
Gstm2	2742.1567	2621.9753	3309.4548	2460.7206	2188.4632	2268.5136
Gstm3	0.0	0.0003	0.0031	0.9352	0.0016	0.0031
Gstm4	31.3598	52.3397	65.877	58.9274	48.9484	60.5372
Gstm5	1355.1486	1652.7064	3293.1002	1590.8647	1932.3311	2604.7886
Gstm6	9.6894	24.1627	78.4459	26.2027	25.0231	31.3871
Gstm7	166.5103	178.1576	364.0502	153.0071	156.2132	205.5388
Gsto1	4426.1201	4844.3618	4308.6194	4453.071	5862.4801	3602.36
Gsto2	21.3739	42.2833	104.6697	51.5521	75.9787	101.4961
Gstp1	4524.2847	4336.0748	5691.3603	4353.3953	4039.5648	4803.0217
Gstp2	61.0	142.9275	299.1015	55.9413	114.5695	236.6898
Gstt1	1462.6813	1138.367	1693.975	966.6915	331.1869	548.6227
Gstt2	13.4333	11.0789	23.6978	20.892	15.6324	19.4479
Gstt3	1196.7359	1308.474	2267.034	1006.4592	1241.0393	1462.5376
Gstt4	0	0	0	0	0	0
Gstz1	1958.5574	2247.555	2978.6494	2057.4822	2825.5747	3186.779
Gsx1	0	0	0	0	0	0
Gsx2	0	0	0	0	0	0
Gt(ROSA)26Sor	1423.615	2013.0328	2573.1475	1330.798	2302.9239	2279.2237
Gtdc1	658.3907	666.3069	521.16	580.7846	445.6349	372.2463
Gtf2a1	1743.4615	1861.0451	1077.0086	1706.0452	2064.4882	1430.1485
Gtf2a1l	0.0	4.018	2.1408	1.8246	0.0117	0.0227
Gtf2a2	1547.9395	1593.3202	2389.3472	1603.5885	1731.3956	2286.7616
Gtf2b	1910.836	2094.5652	2954.8443	1984.0978	2561.1423	3064.5362
Gtf2e1	3285.9947	3730.1504	4086.9173	3294.2271	4161.3306	4094.4482
Gtf2e2	3308.5152	3587.2259	4094.4802	3473.6443	3664.7417	4279.4048
Gtf2f1	6660.4034	6179.0046	5809.3315	6423.6916	5786.5503	6621.4576
