Gene	D1_Control.	D2_Control.	D3_Control.	D4_Control.	D5.ntr	D6_Control.	D1_Treated.	D2_Treated.	D3_Treated.	D4_Treated.	D5_Treated.	D6_Treated.
1700020N18Rik	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.984	0.0	0.0071	0.0202
1700021F05Rik	151.2431	229.0219	202.463	234.2818	269.75479999999999	305.2278	160.1697	204.0411	168.9334	200.6079	211.2757	238.4037
1700021F07Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700021K19Rik	468.2584	527.1921	571.5875	660.179	670.34005000000002	680.5011	552.239	512.2231	533.2016	708.1818	736.9342	585.6237
1700021N21Rik	0.0054	0.0	0.9263	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3789
1700022A21Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700022A22Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700022E09Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700022H01Rik	0.0662	1.7188	2.6615	6.1012	6.7610000000000001	7.4208	5.6988	2.7925	0.9618	0.8613	2.4314	4.8098
1700022H16Rik	1.1443	3.6859	1.8172	0.0	0.54054999999999997	1.0811	0.0	1.4532	0.9738	0.0	1.1944	0.1092
1700022I11Rik	9.1555	6.1124	7.087	12.7916	11.779949999999999	10.7683	20.8226	10.6299	13.6778	6.3399	14.182	17.9573
1700023C21Rik	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.984	0.0	0.0071	0.0202
1700023F02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700023F06Rik	0.0542	4.5193	3.6213	3.4516	4.3754499999999998	5.2993	0.9136	0.543	0.0	3.697	1.2631	3.2633
1700024B18Rik	1.1022	0.0	0.0	0.0	1.55775	3.1155	0.0	0.0	0.0	0.0	0.014	0.0398
1700024F13Rik	3.3734	3.5916	0.8426	2.5522	2.8810000000000002	3.2098	1.8705	4.5004	0.9653	0.8738	3.5035	0.2151
1700024G13Rik	0.0106	0.0	0.0	0.0	1.0442499999999999	2.0885	0.0	0.0	0.0	0.0	0.0141	2.6663
1700024I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024N05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024P04Rik	0.013	0.0	0.0	0.0	2.0746000000000002	4.1492	0.0	0.0	0.0	0.0	0.0173	1.4645
1700024P16Rik	3.586	5.1836	2.5464	18.7687	30.213900000000002	41.6591	6.5298	3.1717	9.7452	24.8215	22.4235	47.711
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0.0027	0.9277	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700025F22Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700025F24Rik	3.4163	1.7167	5.4425	1.6228	2.4280499999999998	3.2333	1.857	2.0078	2.9251	7.4454	4.6825	1.9768
1700025G04Rik	825.1006	1208.9106	1195.17	1224.0319	1324.7768999999998	1425.5219	999.8714	1161.6739	1266.6206	1193.6648	1274.6864	1389.1143
1700025J12Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700025K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025M24Rik	0.008	0.0	0.0	0.0	1.04135	2.0827	0.0	0.0	0.0	0.0	0.0106	1.4089
1700025N23Rik	0.0154	0.0	1.8524	0.8605	1.4795	2.0985	0.0	0.0	0.0	0.0	0.0204	1.4892
1700026D08Rik	3.3705	0.0	2.6927	2.5552	4.9664000000000001	7.3776	0.0	2.0944	2.9328	1.811	2.3865	0.2114
1700026D11Rik	0.0131	0.0	0.0	0.0	1.56125	3.1225	0.0	0.0	0.0	0.0	0.0174	2.7044
1700026F02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	2.225	1.7953	3.7007	0.0	0.0087500000000000008	0.0175	0.0	0.0	1.9589	0.9007	0.0408	2.9554
1700026L06Rik	0.0714	3.5387	1.732	6.0718	6.2304999999999993	6.3892	3.7676	5.1149	3.9064	2.72	2.4475	3.4736
1700027A15Rik	2.2425	1.7804	1.7974	0.0	1.5885	3.177	0.9273	1.3984	0.9708	0.0	0.0487	4.3322
1700027F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700027F09Rik	0.018	0.0	0.0	0.0	1.05185	2.1037	0.0	0.0	0.9779	0.919	0.0239	4.0086
1700027H10Rik	6.9738	15.9492	24.2775	22.2299	19.186399999999999	16.1429	15.0584	13.4008	22.475	20.1781	18.9668	13.8663
1700027I24Rik	0.013	0.0	0.9089	0.0	2.0744500000000001	4.1489	0.0	0.0	0.0	0.0	0.0172	0.0492
1700027J07Rik	4.3224	0.0	0.0	0.8365	0.95635000000000003	1.0762	0.0	2.3221	0.9754	0.0	0.0321	0.093
1700028B04Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700028D13Rik	0.0105	0.9071	0.9143	0.0	0.52880000000000005	1.0576	0.0	0.0	0.0	0.0	0.014	1.4367
1700028E10Rik	10.2105	12.4937	6.2085	11.1199	9.8671000000000006	8.6143	9.4225	9.2605	9.7667	4.5083	6.0494	13.0797
1700028I16Rik	0.0526	2.6675	1.7644	6.1865	5.2195	4.2525	1.8716	1.3103	1.9483	0.8749	1.2592	3.2429
1700028J19Rik	9.9912	2.6055	2.6355	4.2464	4.2760499999999997	4.3057	2.8007	7.4009	1.9382	2.7076	5.8642	2.0732
1700028K03Rik	25.108	20.2947	39.4338	33.1753	33.797200000000004	34.4191	33.9123	36.3675	41.9998	39.4021	42.6633	54.9948
1700028M03Rik	0.022	1.8192	0.0	1.7576	1.93455	2.1115	0.0	0.6762	0.0	0.9128	0.0293	1.5587
1700028P14Rik	0.0197	0.0	0.0	0.0	1.56965	3.1393	0.0	2.3676	1.9652	0.0	0.0262	0.0755
1700028P15Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700029B22Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700029F12Rik	0.0178	0.0	0.0	0.0	2.5960000000000001	5.192	0.0	0.0	0.978	0.0	0.0237	1.5153
1700029H14Rik	2.2843	1.7461	2.6947	1.6612	3.4773499999999999	5.2935	0.9152	0.5507	0.9658	2.7556	2.3837	4.5845
1700029I15Rik	15.8254	7.9139	12.5489	11.918	9.7479999999999993	7.578	15.1072	12.8777	16.6197	10.9762	9.5724	7.2573
1700029J03Rik	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
1700029J07Rik	50.1165	53.1693	60.8695	73.2418	78.001649999999998	82.7615	82.0037	63.3845	89.8575	77.875	79.4944	94.2868
1700029M20Rik	0.0802	0.7965	0.0	4.2418	12.134	20.0262	0.0	0.0	0.0	5.5179	9.2321	10.6206
1700029N11Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700029P11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700030A11Rik	0.013	0.0	0.9089	0.0	0.53059999999999996	1.0612	1.9241	0.0	0.0	0.0	0.0172	1.4636
1700030C10Rik	4.4729	5.4314	1.7531	0.0	1.0844	2.1688	3.7867	1.2812	3.9143	2.7424	1.2738	3.3198
1700030F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700030F18Rik	0.0105	0.0	0.9142	0.0	1.0441499999999999	2.0883	0.0	0.0	0.0	0.0	0.014	1.437
1700030J22Rik	49.9765	50.6161	38.4764	36.5429	41.922800000000002	47.3027	48.0663	52.9021	53.7206	43.9579	45.122	34.3091
1700030K09Rik	223.8431	225.4656	212.3316	226.5995	184.82685000000001	143.0542	245.9939	223.3813	213.8694	218.95	229.0346	144.4629
1700030L20Rik	1.0881	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3791
1700030M09Rik	0.008	0.0	0.0	0.8839	0.44425000000000003	0.0046	0.0	0.0	0.0	0.0	1.1284	1.4087
1700030N03Rik	0.008	0.0	0.0	0.0	1.04135	2.0827	0.0	0.0	0.0	0.0	1.1284	0.0301
1700030O20Rik	0.0128	1.8485	0.0	0.0	0.00365	0.0073	0.0	0.7286	1.9697	0.0	0.017	0.0486
1700031A10Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700031F05Rik	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.984	0.0	1.1185	0.0202
1700031M16Rik	0.0105	0.9071	0.0	0.0	1.5577000000000001	3.1154	0.0	0.0	0.0	0.0	0.0139	0.0397
1700031P21Rik	0.0054	0.9202	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3789
1700034E13Rik	0.0106	0.0	0.9141	0.0	0.0030500000000000002	0.0061	0.0	0.0	0.9813	0.0	0.014	2.6657
1700034G24Rik	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
1700034H15Rik	12.5043	8.8097	11.6295	12.7791	14.431649999999999	16.0842	9.395	7.6314	5.837	9.1151	23.3889	18.0248
1700034I23Rik	4.67	6.1292	4.3783	7.588	13.40635	19.2247	7.5084	6.9541	8.7815	4.5001	15.2676	29.5287
1700034J05Rik	11.5423	6.9326	23.2297	33.2425	40.222449999999995	47.2024	22.5796	26.2885	19.511	40.3712	48.3914	56.0758
1700034K08Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700034O15Rik	0.0129	1.8483	0.0	0.0	0.53054999999999997	1.0611	1.9242	0.0	0.0	0.0	0.0171	0.0489
1700034P13Rik	1.1611	4.5939	0.867	0.8078	1.4719499999999999	2.1361	1.8903	0.0	0.9709	0.8935	1.2173	1.6984
1700036G14Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700037C18Rik	37.4261	23.0087	37.688	32.3856	26.435600000000001	20.4856	29.2067	36.5272	38.1004	29.3038	25.0108	19.2041
1700037H04Rik	335.1239	298.266	266.0856	237.5973	228.4776	219.3579	306.3059	272.59	288.0937	260.1598	239.8136	190.1104
1700039E15Rik	0.0249	0.0	0.0	0.0	2.6078000000000001	5.2156	0.9379	0.0	0.0	0.0	0.0332	5.3754
1700039E22Rik	1.0801	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700040L02Rik	4.5812	6.2312	6.2898	7.7537	7.0944000000000003	6.4351	0.8914	3.4114	5.8608	5.4934	2.5007	9.4693
1700041A01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700041C23Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700041M19Rik	0.008	0.0	0.9199	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0107	2.6262
1700042G07Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700042G15Rik	0.0105	0.0	0.0	0.0	1.55775	3.1155	0.0	0.0	0.0	0.0	1.1376	0.0399
1700042O10Rik	3.4855	3.4853	3.5244	8.6243	6.4770000000000003	4.3297	7.5631	3.3926	8.8069	8.2967	9.3309	0.3947
1700044C05Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	14.7894	14.1784	7.9642	26.6528	18.7255	10.7982	15.0737	13.4714	11.7066	10.9411	16.5937	24.5185
1700047E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047G03Rik	0.0105	0.0	0.0	0.8755	0.44074999999999998	0.006	0.0	0.7434	0.0	0.0	0.014	2.6647
1700047I17Rik2	0	0	0	0	0	0	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	0.0825	0.0	0.8096	6.0121	6.7403500000000003	7.4686	0.0	0.0	0.9577	12.105	17.0579	7.8939
1700048M11Rik	6.9053	6.127	11.6629	11.9559	10.82335	9.6908	13.2192	9.1938	19.5717	9.1361	6.075	10.231
1700048O20Rik	121.6356	165.1558	119.1176	101.2545	105.47825	109.702	130.0425	147.7633	192.4123	106.2127	144.7779	148.7882
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049G17Rik	402.2656	413.6291	407.6517	441.2691	393.2013	345.1335	413.7231	373.8532	400.3949	410.413	349.0176	387.6324
1700049L16Rik	0.0154	0.0	0.0	0.0	2.0782500000000002	4.1565	0.0	0.713	0.0	0.0	0.0205	1.4895
1700051A21Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.9637	0.0	0.0	0.0	0.0036	0.0102
1700052I22Rik	0.0221	0.8817	0.8908	1.7574	1.9345000000000001	2.1116	0.0	0.6758	0.0	0.0	1.1761	1.5594
1700052K11Rik	186.3425	157.0668	180.0847	165.2161	180.96725000000001	196.7184	172.4558	200.6193	167.9668	166.7127	143.7146	176.0351
1700054A03Rik	1.1145	0.0	0.904	1.7857	1.9420000000000002	2.0983	0.0	0.0	0.0	0.0	0.0203	0.0582
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	2.199	0.8809	0.0	0.0	0.53705000000000003	1.0741	0.9403	0.0	0.976	0.0	1.1773	2.8413
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	2.2992	4.5054	4.5435	3.4362	2.2742499999999999	1.1123	1.8661	2.0621	3.9148	0.8694	3.5224	0.2338
1700057G04Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0.008	0.9134	0.0	0.0	0.0023	0.0046	0.9566	0.0	0.0	0.0	0.0106	1.4085
1700060C16Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700060C20Rik	1.1304	0.882	0.8911	2.6842	1.3483500000000002	0.0125	0.0	0.6767	0.9762	0.0	1.1756	0.0843
1700061F12Rik	0.0105	0.0	0.0	0.8755	0.96655000000000002	1.0576	0.0	0.0	0.0	0.9315	0.014	1.4366
1700061G19Rik	13.6491	6.0953	13.4258	11.8734	14.521050000000001	17.1687	22.6954	18.0074	14.6499	15.59	3.7827	13.6107
1700061I17Rik	0.0131	0.0	0.0	0.8674	1.4805999999999999	2.0938	0.0	0.0	0.0	0.0	0.0174	2.7037
1700061J23Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700063A18Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700063D05Rik	1.1304	0.0	0.8911	1.7579	1.4156499999999999	1.0734	0.0	0.6766	1.9638	0.9129	0.0292	0.0844
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064J06Rik	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
1700064M15Rik	2.1744	0.0	0.0	0.0	0.0044000000000000003	0.0088	2.8957	0.0	0.0	0.9232	0.0204	0.0584
1700065D16Rik	2.2632	1.7632	3.6536	0.7917	0.40834999999999999	0.025	3.8119	4.6129	0.9683	0.8844	0.0587	0.1739
1700065I16Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700065J11Rik	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.96	0.0	0.0	0.0	0.0072	1.379
1700065J18Rik	2.365	6.2385	4.4537	5.0983	5.2374499999999999	5.3766	3.7456	4.1901	3.8974	2.6945	8.1677	10.8288
1700065L07Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700065O20Rik	0.0081	0.0	0.0	0.0	0.52690000000000003	1.0538	0.0	0.0	0.0	0.0	0.0107	2.6266
1700066B17Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.9466	0.0036	0.0102
1700066B19Rik	1.1646	0.853	0.8643	0.8039	3.0296999999999996	5.2555	0.0	1.3892	0.9702	1.8352	3.4302	0.1495
1700066J03Rik	0.008	0.0	0.92	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	1.1285	1.4087
1700066M21Rik	273.8982	288.4514	269.6404	324.5598	340.72524999999996	356.8907	275.1679	245.3118	320.3197	313.3094	275.4111	339.9359
1700066N21Rik	0.0027	0.9277	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700066O22Rik	0.0262	0.0	5.6236	0.0	0.0074999999999999997	0.015	0.0	0.0	0.0	3.7749	1.1886	0.1013
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	28.3354	15.8975	29.6374	17.8087	18.5944	19.3801	30.2003	14.7524	24.4172	20.128	27.221	18.9047
1700067P10Rik	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	10.1001	3.477	9.951	2.4321	7.0768500000000003	11.7216	14.2602	0.425	6.8382	4.5437	2.5188	0.4131
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700072I22Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700072O05Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700073E17Rik	3.4382	13.6981	3.5649	1.6061	1.8976	2.1891	2.8051	2.7359	6.8561	0.8534	0.1007	4.9441
1700074H08Rik	1.1691	0.0	2.7252	0.799	1.9919	3.1848	0.0	0.5935	1.9539	0.8885	4.5353	3.0856
1700074P13Rik	0.0178	0.0	0.0	0.0	3.6229499999999999	7.2459	0.0	0.0	0.0	0.0	0.0236	0.0679
1700080E11Rik	0.008	0.9134	0.0	0.0	1.0412999999999999	2.0826	0.0	0.0	0.0	0.0	0.0106	0.03
1700080N15Rik	1.1207	0.0	0.0	0.0	1.5672999999999999	3.1346	0.0	0.0	0.978	0.9192	0.0237	1.515
1700080O16Rik	0.008	0.0	0.0	0.0	0.52685000000000004	1.0537	0.0	0.7609	0.0	0.0	0.0106	1.4083
1700081H04Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700084C01Rik	3.4055	0.0	6.3892	1.6312	3.4771999999999998	5.3232	2.8183	2.0275	1.9437	5.5644	1.2854	3.3826
1700084D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	11.189	4.3874	6.2701	5.0662	5.2292000000000005	5.3922	8.5142	5.6626	5.8568	8.2873	3.6683	0.4083
1700084F23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	3.3603	0.0	0.0	6.2061	3.6552500000000001	1.1044	0.9169	3.7281	0.9665	0.878	2.3756	4.5478
1700084M14Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700085C21Rik	4.5426	2.6076	2.6375	6.931	6.6686499999999995	6.4063	1.8477	1.2022	0.9588	3.6453	5.8584	10.56
1700086L19Rik	3.522	0.7685	2.5866	9.4113	19.02345	28.6356	0.8821	3.3074	4.8679	7.314	12.8586	12.847
1700086O06Rik	40.9315	32.7702	41.1967	40.8601	38.722250000000003	36.5844	62.2669	55.15	31.2337	31.0867	42.74	52.1176
1700088E04Rik	4.5757	3.4963	6.2957	6.8735	5.0689000000000002	3.2643	4.7009	5.7328	2.9157	6.4353	8.1694	3.6679
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
1700092C10Rik	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
1700092E19Rik	0.0027	0.0	0.0	0.9033	0.45245000000000002	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700092K14Rik	1.131	2.7636	0.0	0.0	0.0063499999999999997	0.0127	0.9406	0.0	0.9761	0.9125	1.1765	1.5605
1700092M07Rik	16.9586	13.3189	7.9867	13.643	11.145900000000001	8.6488	13.1951	20.3428	12.6942	7.2594	14.2091	8.8684
1700093K21Rik	0.0266	0.0	0.8828	0.0	4.6708999999999996	9.3418	0.9363	0.0	0.0	0.0	0.0354	0.1029
1700094D03Rik	107.9631	137.6567	109.2989	112.4417	103.0033	93.5649	130.0815	91.1974	94.7182	97.9944	121.015	91.7159
1700094J05Rik	2.2568	0.8474	0.0	2.5964	2.8917999999999999	3.1872	0.9231	2.172	0.9691	1.829	1.2316	3.1019
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0.0106	0.0	0.0	0.0	1.5578000000000001	3.1156	0.0	0.0	0.0	0.0	0.014	1.4373
1700095B10Rik	0.0079	0.0	0.9202	0.0	0.0022499999999999998	0.0045	0.0	0.0	1.9732	0.0	0.0105	0.0299
1700095J12Rik	10.3195	9.6777	14.3161	9.249	8.9572500000000002	8.6655	24.5799	11.9905	17.5848	13.7195	30.4376	15.2702
1700096J18Rik	0.0281	0.8703	0.0	0.8266	0.42130000000000001	0.016	2.8711	2.2844	0.0	1.8541	2.292	0.1088
1700096K18Rik	18.2766	20.3547	23.2648	34.184	29.461149999999996	24.7383	25.4401	22.7397	24.4101	29.3383	21.4458	36.5679
1700096P03Rik	0.008	0.0	0.9201	0.0	1.0412999999999999	2.0826	0.0	0.0	0.0	0.0	0.0106	0.03
1700097N02Rik	2.2197	0.0	0.0	0.0	0.54100000000000004	1.082	0.0	0.6424	2.9477	0.903	1.1967	4.2028
1700099I09Rik	2.325	3.5455	5.4371	2.5034	4.9662000000000006	7.429	1.8556	1.9998	0.9611	3.6638	4.6899	3.4441
1700100I10Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700100L14Rik	3.3472	1.7591	1.7776	1.6782	0.85209999999999997	0.026	0.9198	0.5727	2.9368	0.8823	1.2424	7.091
1700101E01Rik	3.444	3.5235	2.6393	3.3652	6.4571499999999995	9.5491	2.8028	4.2751	4.8864	5.5263	2.4647	2.0571
1700101I11Rik	0.0499	1.7503	2.6997	2.5651	2.8841000000000001	3.2031	3.8013	0.5577	2.9344	1.8154	0.0667	4.5523
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	2.3449	3.5211	0.8142	5.1419	3.1357499999999998	1.1296	3.7583	6.6236	7.8377	4.5837	3.6045	6.4016
1700102P08Rik	30.5945	16.7855	14.2402	19.5231	24.790900000000001	30.0587	19.7655	22.7912	20.4994	24.7378	27.2447	33.2312
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	2.3501	5.3476	4.4736	4.2407	4.2744999999999997	4.3083	5.6712	2.7033	6.8513	1.7738	6.9953	3.581
1700106J16Rik	0.0154	0.0	0.0	0.0	0.5323	1.0646	0.9478	0.7131	0.9791	0.0	1.1544	1.4892
1700108F19Rik	8.8527	2.6244	0.8226	0.745	4.0889999999999995	7.433	11.4715	2.7659	0.0	0.0	2.444	2.0007
1700108J01Rik	2.2469	1.7767	0.8642	0.8038	1.992	3.1802	0.926	2.1989	0.0	0.0	3.4303	1.7157
1700109G14Rik	1.1363	0.8769	0.0	1.748	0.88100000000000001	0.014	0.0	0.6635	0.9752	0.0	1.1836	4.1263
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	51.1588	41.6482	51.95	50.2234	51.990600000000001	53.7578	60.3306	55.673	41.9787	54.9666	53.4219	68.8954
1700109I08Rik	0.0081	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0107	3.8238
1700109K24Rik	83.0529	74.4549	132.6457	109.0093	102.89949999999999	96.7897	128.1879	78.9704	132.825	106.2496	126.939	156.6382
1700110C19Rik	6.9157	5.2188	6.1851	12.8095	10.722899999999999	8.6363	23.6947	12.1621	14.6615	10.0557	9.5568	11.8247
1700110I01Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700110I07Rik	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700110K17Rik	2.2358	0.8593	1.8026	0.8122	0.95020000000000004	1.0882	1.8928	1.4126	0.9716	0.896	1.2118	1.6793
1700111N16Rik	1.088	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.0	0.0	0.0071	0.0203
1700112E06Rik	7.942	8.9125	3.5017	8.5538	8.5683000000000007	8.5828	4.6784	9.4074	4.8701	9.1937	7.1374	5.3719
1700112H15Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.8013	0.0	0.0	0.0036	0.0101
1700112J05Rik	0.0175	0.0	0.0	2.7078	1.3589	0.01	0.9455	1.5361	0.0	0.0	0.0232	1.5114
1700112J16Rik	4.6073	7.1129	4.4274	13.0304	9.2138500000000008	5.3973	4.6864	4.876	4.8734	6.4074	5.9655	8.226
1700113A16Rik	58.0409	62.0743	74.3531	87.7947	81.527450000000002	75.2602	73.5013	51.8497	62.4891	96.2507	99.5396	79.4768
1700113B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	1.1255	0.8862	0.0	0.8478	1.4775499999999999	2.1073	0.0	0.6877	0.0	0.916	1.1691	0.0761
1700116B05Rik	0.0027	0.0	0.9333	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700119H24Rik	4.5263	2.6177	4.4944	3.3783	2.2519999999999998	1.1257	1.8517	3.5243	5.8732	3.6547	6.9486	3.4962
1700120C14Rik	3.402	3.5635	3.597	4.3163	2.71645	1.1166	1.8614	2.0341	0.9628	1.7966	6.8769	3.3685
1700120E14Rik	1.2645	2.5642	3.5073	4.167	10.586649999999999	17.0063	1.8301	0.4144	1.9313	6.3996	13.9217	24.023
